City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,maniitsoq,65.4167,-52.9,1.32,62,100,10.61,GL,1670192350
279,aitape,-3.1374,142.3475,26.71,83,95,1.81,PG,1670192350
280,mareeba,-17.0,145.4333,25.4,83,1,0.49,AU,1670192351
281,basco,20.4487,121.9702,26.71,72,100,8.58,PH,1670192351
282,awjilah,29.1081,21.2869,16.54,48,9,4.39,LY,1670192352
283,yuancheng,36.652,107.7896,-3.72,47,6,1.27,CN,1670192352
284,mangla,31.8931,72.3817,14.84,34,0,0.32,PK,1670192353
285,sao filipe,14.8961,-24.4956,22.24,65,90,1.87,CV,1670192353
286,illapel,-31.6308,-71.1653,26.8,39,0,3.22,CL,1670191890
287,coquimbo,-29.9533,-71.3436,16.85,82,40,4.63,CL,1670192354
288,isangel,-19.55,169.2667,31.06,74,100,3.09,VU,1670192354
289,ambilobe,-13.2,49.05,23.15,87,33,1.74,MG,1670192354
290,ulaangom,49.9811,92.0667,-26.25,95,100,1.15,MN,1670192355
291,dunedin,-45.8742,170.5036,12.11,68,98,0.89,NZ,1670192355
292,sembabule,-0.0772,31.4567,16.37,97,79,2.25,UG,1670192356
293,cherskiy,68.75,161.3,-35.15,100,33,1.63,RU,1670192356
294,chernyshevskiy,63.0128,112.4714,-21.72,82,100,6.36,RU,1670192357
295,avera,33.194,-82.5271,16.88,57,100,2.6,US,1670192357
296,ozernovskiy,51.5,156.5167,-7.04,59,100,7.32,RU,1670192358
297,thoen,17.6129,99.2161,21.5,95,99,0.8,TH,1670192358
298,panshi,42.9422,126.0561,-15.47,89,4,1.68,CN,1670192359
299,usogorsk,63.4106,48.6872,-19.82,99,6,1.24,RU,1670192359
300,guerrero negro,27.9769,-114.0611,19.86,78,100,5.3,MX,1670192360
301,sinnamary,5.3833,-52.95,24.64,88,97,2.02,GF,1670192360
302,bac lieu,9.285,105.7244,25.69,87,100,7.34,VN,1670192361
303,loandjili,-4.7561,11.8578,25.05,90,100,2.06,CG,1670192205
304,ilhabela,-23.7781,-45.3581,24.19,90,100,1.64,BR,1670192362
305,narsaq,60.9167,-46.05,-9.88,62,23,3.59,GL,1670192362
306,santa cruz,-17.8,-63.1667,36.03,28,40,3.6,BO,1670192103
307,krasnoarmeysk,51.0239,45.6969,-12.06,88,4,1.34,RU,1670192363
308,chokurdakh,70.6333,147.9167,-39.56,100,43,1.45,RU,1670192363
309,hambantota,6.1241,81.1185,24.48,87,100,2.32,LK,1670192363
310,port macquarie,-31.4333,152.9167,23.27,66,17,2.54,AU,1670192215
311,korampallam,8.7667,78.1,24.64,86,100,5.82,IN,1670192364
312,guderup,54.9898,9.8717,4.84,93,100,7.72,DK,1670192365
313,itupiranga,-5.1347,-49.3267,25.18,95,100,1.54,BR,1670192365
314,develi,38.3906,35.4922,-1.36,69,19,0.46,TR,1670192366
315,pisco,-13.7,-76.2167,21.03,73,0,6.69,PE,1670192366
316,quelimane,-17.8786,36.8883,25.97,89,20,3.6,MZ,1670192367
317,beringovskiy,63.05,179.3167,-10.49,84,100,4.19,RU,1670192367
318,kaitangata,-46.2817,169.8464,11.04,70,100,1.22,NZ,1670192368
319,zaysan,47.4667,84.8667,-12.42,95,100,1.26,KZ,1670192368
320,nador,35.174,-2.9287,13.14,94,20,0.51,MA,1670192369
321,ahipara,-35.1667,173.1667,19.01,60,0,1.48,NZ,1670192369
322,mosquera,4.7059,-74.2302,14.05,82,40,4.12,CO,1670192211
323,almaznyy,48.0448,40.045,-8.82,66,67,6.97,RU,1670192370
324,tchollire,8.4022,14.1698,23.35,26,32,1.15,CM,1670192371
325,yarada,17.65,83.2667,23.76,81,19,3.28,IN,1670192371
326,sorong,-0.8833,131.25,26.14,83,100,2.61,ID,1670192372
327,mar del plata,-38.0023,-57.5575,23.24,68,0,4.47,AR,1670192126
328,morondava,-20.2833,44.2833,26.6,68,92,3.72,MG,1670192373
329,carutapera,-1.195,-46.02,25.89,81,31,4.01,BR,1670192373
330,cordoba,-31.4135,-64.1811,34.68,16,20,4.63,AR,1670192373
331,wajir,1.7471,40.0573,26.75,58,54,4.37,KE,1670192374
332,moundsville,39.9203,-80.7431,2.97,53,0,2.17,US,1670192374
333,rosetta,31.4044,30.4164,18.83,59,57,4.9,EG,1670192375
334,nushki,29.5542,66.0215,10.21,32,0,1.69,PK,1670192375
335,glendive,47.1053,-104.7125,0.27,63,0,7.72,US,1670192173
336,vangaindrano,-23.35,47.6,22.5,93,100,1.89,MG,1670192376
337,north bend,43.4065,-124.2243,11.8,88,100,3.09,US,1670192139
338,guliston,40.4897,68.7842,-2.43,96,100,1.98,UZ,1670192376
339,nabire,-3.3667,135.4833,24.59,88,98,1.75,ID,1670192377
340,nanortalik,60.1432,-45.2371,-3.35,67,94,3.04,GL,1670192377
341,barra velha,-26.6322,-48.6847,25.94,98,100,0.77,BR,1670192378
342,clifton,40.8584,-74.1638,7.05,54,0,4.63,US,1670192378
343,nelson bay,-32.7167,152.15,22.83,71,10,1.34,AU,1670192378
344,hibbing,47.4272,-92.9377,-3.32,32,0,5.66,US,1670192379
345,puro,12.4841,123.3827,24.79,89,100,4.52,PH,1670192400
346,taoudenni,22.6783,-3.9836,26.07,18,30,3.84,ML,1670192401
347,kovur,14.4833,79.9833,24.28,84,8,2.03,IN,1670192401
348,baykit,61.67,96.37,-16.69,94,100,3.15,RU,1670192402
349,aksarka,66.5606,67.7975,-13.91,96,73,2.35,RU,1670192402
350,slave lake,55.2834,-114.769,-5.01,63,100,6.69,CA,1670192249
351,cehegin,38.0924,-1.7985,9.42,81,59,0.52,ES,1670192403
352,port blair,11.6667,92.75,26.7,79,98,5.83,IN,1670192403
353,terney,45.0503,136.6092,-14.73,69,11,4.0,RU,1670192404
354,bathsheba,13.2167,-59.5167,25.58,89,20,2.06,BB,1670192405
355,katherine,-14.4667,132.2667,27.18,61,23,3.6,AU,1670192405
356,lucapa,-8.4192,20.7447,17.96,97,100,0.36,AO,1670192405
357,bela,25.9333,81.9833,14.83,49,73,1.58,IN,1670192406
358,ziway,7.9333,38.7167,17.81,47,39,5.27,ET,1670192406
359,nizhniy tsasuchey,50.5167,115.1333,-20.59,91,10,3.22,RU,1670192407
360,boffa,10.1667,-14.0333,22.5,81,55,1.48,GN,1670192407
361,medvedka,61.1629,46.387,-13.69,93,13,1.54,RU,1670192408
362,tukrah,32.5341,20.5791,18.11,49,87,5.3,LY,1670192408
363,borogontsy,62.6683,131.1683,-31.79,97,100,3.27,RU,1670192409
364,jaisalmer,26.9147,70.9181,17.98,25,0,2.36,IN,1670192409
365,kamenka,51.3223,42.7678,-9.76,68,2,2.57,RU,1670192410
366,angoche,-16.2325,39.9086,26.92,74,73,4.52,MZ,1670192410
367,aksu,41.1231,80.2644,-5.12,30,100,1.35,CN,1670192411
368,nouakchott,18.0858,-15.9785,18.96,69,0,3.84,MR,1670192348
369,kuzino,57.0224,59.4412,-12.61,97,94,1.79,RU,1670192412
370,qaqortoq,60.7167,-46.0333,-9.07,64,31,3.96,GL,1670192412
371,hohhot,40.8106,111.6522,-19.84,71,0,1.0,CN,1670192151
372,grand baie,-20.0182,57.5802,25.26,70,69,0.89,MU,1670192413
373,denpasar,-8.65,115.2167,25.81,88,20,1.54,ID,1670191681
374,manaure,11.7751,-72.4445,26.53,75,60,6.34,CO,1670192413
375,esil,51.9556,66.4042,-14.55,96,100,2.82,KZ,1670192414
376,katsuura,35.1333,140.3,13.05,82,100,8.45,JP,1670192414
377,bonthe,7.5264,-12.505,26.19,81,83,1.8,SL,1670192415
378,bhatkal,13.9667,74.5667,25.97,66,88,2.21,IN,1670192415
379,buala,-8.145,159.5921,27.59,79,100,4.04,SB,1670192416
380,sechura,-5.5569,-80.8222,24.63,57,20,7.27,PE,1670192416
381,platanos,37.6667,21.6167,15.05,83,32,3.23,GR,1670192417
382,paveh,35.0434,46.3565,4.15,68,96,2.59,IR,1670192417
383,shingu,33.7333,135.9833,8.59,65,76,2.07,JP,1670192417
384,muros,42.7762,-9.0603,8.16,91,84,1.95,ES,1670192362
385,susangerd,31.5608,48.1831,18.3,48,99,2.01,IR,1670192418
386,douentza,14.9951,-2.9517,28.18,20,97,2.4,ML,1670192418
387,otjimbingwe,-22.35,16.1333,23.93,21,15,2.21,NA,1670192419
388,neustrelitz,53.3667,13.0833,1.06,83,97,3.58,DE,1670192174
389,marsh harbour,26.5412,-77.0636,23.42,62,19,5.19,BS,1670192420
390,laguna,38.421,-121.4238,16.21,81,100,2.06,US,1670192420
391,kirensk,57.7853,108.1119,-15.69,89,100,8.02,RU,1670192420
392,dzhebariki-khaya,62.2167,135.8,-30.6,99,100,0.88,RU,1670192421
393,fairbanks,64.8378,-147.7164,-8.02,86,0,0.0,US,1670192421
394,khani,41.9563,42.9566,3.76,89,100,2.45,GE,1670192422
395,ilebo,-4.3167,20.5833,20.54,100,100,0.18,CD,1670192422
396,tura,25.5198,90.2201,15.23,85,0,1.73,IN,1670192423
397,durusu,41.3053,28.6767,11.1,80,100,4.23,TR,1670192423
398,lavrentiya,65.5833,-171.0,0.09,98,100,12.78,RU,1670192424
399,quang ngai,15.1167,108.8,23.24,95,99,2.16,VN,1670192425
400,belaya gora,68.5333,146.4167,-36.86,100,100,1.26,RU,1670192425
401,nha trang,12.25,109.1833,24.0,92,99,2.61,VN,1670192426
402,oktyabrskiy,54.4815,53.471,-13.64,92,100,3.22,RU,1670192426
403,mount pleasant,32.7941,-79.8626,17.36,82,0,1.54,US,1670192139
404,esna,25.2934,32.554,18.1,44,99,5.11,EG,1670192427
405,komsomolskiy,40.4272,71.7189,1.4,86,75,1.03,UZ,1670192427
406,mahibadhoo,3.7833,72.9667,26.34,80,100,4.12,MV,1670192428
407,taksimo,56.3444,114.8794,-21.88,89,100,1.57,RU,1670192428
408,kenai,60.5544,-151.2583,-3.25,95,100,3.6,US,1670192409
409,chinhoyi,-17.3667,30.2,23.05,44,11,1.66,ZW,1670192429
410,coruripe,-10.1256,-36.1756,24.02,87,74,5.73,BR,1670192227
411,sabya,17.1495,42.6254,25.79,70,0,0.94,SA,1670192239
412,mangochi,-14.4782,35.2645,25.26,59,74,0.92,MW,1670192430
413,labuhan,-6.8844,112.2051,25.71,85,95,2.09,ID,1670192430
414,montepuez,-13.1256,38.9997,21.51,78,15,2.22,MZ,1670192431
415,tokur,53.1333,132.9,-29.04,99,100,1.69,RU,1670192431
416,krutinka,56.0055,71.5113,-20.5,100,86,1.64,RU,1670192432
417,hirado,33.3597,129.5531,11.88,63,98,8.51,JP,1670192432
418,show low,34.2542,-110.0298,11.16,95,100,5.14,US,1670192384
419,luau,-10.7073,22.2247,16.81,98,100,1.84,AO,1670192433
420,botucatu,-22.8858,-48.445,18.54,98,100,1.32,BR,1670192433
421,male,4.1748,73.5089,25.97,89,75,2.06,MV,1670192433
422,dicabisagan,17.0818,122.4157,24.34,90,95,2.12,PH,1670192434
423,shaunavon,49.6501,-108.4181,-5.12,86,6,7.13,CA,1670192434
424,santa isabel,-23.3156,-46.2214,23.61,92,100,1.64,BR,1670192435
425,vardo,70.3705,31.1107,-3.01,80,100,6.17,NO,1670192435
426,amuntai,-2.4177,115.2494,22.75,96,100,0.73,ID,1670192436
427,nakhon sawan,15.7,100.0833,23.31,87,83,0.99,TH,1670192261
428,gboko,7.3179,8.9951,28.39,27,25,1.03,NG,1670192436
429,padang,-0.9492,100.3543,24.15,87,100,1.66,ID,1670191833
430,ayagoz,47.9714,80.4392,-17.57,100,99,1.99,KZ,1670192437
431,okha,53.5739,142.9478,-20.79,87,65,10.15,RU,1670192437
432,sakakah,29.9697,40.2064,13.76,67,1,3.12,SA,1670192438
433,vanimo,-2.6741,141.3028,26.43,88,99,2.77,PG,1670192438
434,miraflores,19.2167,-98.8083,22.42,32,0,1.27,MX,1670192439
435,east london,-33.0153,27.9116,20.12,88,100,8.16,ZA,1670192439
436,rio grande,-32.035,-52.0986,25.06,87,13,5.61,BR,1670192231
437,hamilton,39.1834,-84.5333,5.25,40,0,3.09,US,1670192440
438,atar,20.5169,-13.0499,21.05,26,0,0.6,MR,1670192440
439,kieta,-6.2167,155.6333,27.23,82,100,1.72,PG,1670192441
440,xinqing,48.2333,129.5,-24.65,99,70,1.94,CN,1670192441
441,buba,11.5833,-15.0,24.63,63,100,2.22,GW,1670192442
442,new ulm,44.3125,-94.4605,1.39,75,0,3.51,US,1670192442
443,severnyy,50.677,36.5532,-10.98,73,0,6.0,RU,1670192442
444,airai,-8.9266,125.4092,15.91,62,99,1.04,TL,1670192443
445,junin,-34.5838,-60.9433,35.5,28,10,3.11,AR,1670192270
446,kloulklubed,7.0419,134.2556,27.28,77,100,7.88,PW,1670192444
447,burnie,-41.0667,145.9167,18.86,63,4,3.39,AU,1670192444
448,novikovo,51.1537,37.8879,-8.39,66,20,4.09,RU,1670192444
449,tiarei,-17.5333,-149.3333,30.01,79,13,7.38,PF,1670192445
450,cocobeach,1.0002,9.5823,26.35,82,60,1.98,GA,1670192445
451,grand-lahou,5.1367,-5.0242,26.33,85,22,3.67,CI,1670192446
452,atasu,48.6814,71.6433,-26.83,100,63,1.77,KZ,1670192446
453,lewistown,40.5992,-77.5714,3.78,81,0,0.0,US,1670192447
454,souillac,-20.5167,57.5167,25.21,78,40,3.6,MU,1670192447
455,tiznit,29.5833,-9.5,16.59,48,86,3.31,MA,1670192448
456,iquique,-20.2208,-70.1431,20.02,70,19,1.64,CL,1670192449
457,aykhal,66.0,111.5,-26.2,97,100,11.82,RU,1670192450
458,ubala,4.7478,-72.5369,27.31,70,93,1.8,CO,1670192450
459,palanpur,24.1667,72.4333,16.11,35,0,2.75,IN,1670192450
460,santa vitoria do palmar,-33.5189,-53.3681,20.98,82,14,4.02,BR,1670192451
461,seeboden,46.8219,13.495,5.85,99,99,0.69,AT,1670192451
462,maningrida,-12.0667,134.2667,28.14,73,64,2.93,AU,1670192452
463,xinmin,41.9908,122.8253,-11.91,68,0,1.73,CN,1670192452
464,disna,55.568,28.1971,-5.86,85,100,4.7,BY,1670192452
465,lyngseidet,69.5763,20.2189,-4.84,79,37,6.89,NO,1670192453
466,forte dei marmi,43.9648,10.1724,12.78,97,66,3.38,IT,1670192453
467,sibolga,1.7427,98.7792,23.68,91,100,0.3,ID,1670192454
468,libenge,3.65,18.6333,23.2,55,69,0.92,CD,1670192454
469,lasa,46.6166,10.7002,5.49,97,88,2.31,IT,1670192455
470,nantucket,41.2835,-70.0995,4.06,63,0,2.57,US,1670192455
471,nevsehir,38.9167,34.6667,-0.44,93,35,1.03,TR,1670192057
472,nara,34.6851,135.8049,9.16,50,96,1.06,JP,1670192407
473,balkhash,46.844,74.9804,-16.05,86,4,2.49,KZ,1670192456
474,rocha,-34.4833,-54.3333,20.67,71,0,3.45,UY,1670192456
475,rio gallegos,-51.6226,-69.2181,18.03,20,20,16.98,AR,1670192213
476,saint-louis,16.3333,-15.0,23.61,38,97,5.53,SN,1670192457
477,phultala,22.7,89.5167,16.69,70,0,2.96,BD,1670192457
478,coihueco,-36.6167,-71.8333,28.41,21,0,4.12,CL,1670192458
479,metlaltoyuca,20.7333,-97.85,25.85,66,14,1.16,MX,1670192458
480,alexandria,31.2156,29.9553,19.45,56,92,4.93,EG,1670192378
481,cockburn town,21.4612,-71.1419,23.98,64,75,5.66,TC,1670192451
482,coari,-4.085,-63.1414,27.14,72,77,0.98,BR,1670192459
483,ahuimanu,21.4447,-157.8378,27.01,70,75,4.12,US,1670192460
484,mezen,65.8522,44.24,-11.76,89,86,3.51,RU,1670192460
485,bowen,-20.0167,148.2333,24.5,65,0,2.09,AU,1670192461
486,chapadinha,-3.7417,-43.3603,27.11,58,65,1.28,BR,1670192461
487,ojinaga,29.5667,-104.4167,25.32,40,0,0.0,MX,1670192461
488,huancavelica,-12.7667,-74.9833,8.51,38,75,0.69,PE,1670192462
489,zbiroh,49.8602,13.7726,4.2,95,100,4.2,CZ,1670192462
490,hami,42.8,93.45,-5.51,46,85,0.99,CN,1670192463
491,la cruz,23.9167,-106.9,26.73,63,68,2.97,MX,1670192463
492,alofi,-19.0595,-169.9187,29.94,70,73,3.6,NU,1670192463
493,villazon,-22.0866,-65.5942,13.13,38,46,9.32,BO,1670192464
494,mokhotlong,-29.2894,29.0675,13.92,38,62,2.38,LS,1670192464
495,jumla,29.2747,82.1838,3.91,35,14,2.53,NP,1670192465
496,tlacotepec,20.0667,-97.8667,18.56,72,10,2.49,MX,1670192465
497,jiwani,25.05,61.7417,24.12,47,0,1.88,PK,1670192466
498,lethem,3.3803,-59.7968,22.77,94,100,1.7,GY,1670192466
499,tiksi,71.6872,128.8694,-21.25,97,100,4.47,RU,1670192467
500,belyy yar,53.6039,91.3903,-25.06,84,20,0.0,RU,1670192467
501,new plymouth,-39.0667,174.0833,19.2,100,72,5.96,NZ,1670192459
502,nicoya,10.1483,-85.452,26.5,78,56,3.22,CR,1670192468
503,petrolina,-9.3986,-40.5008,25.03,73,0,3.09,BR,1670192468
504,sept-iles,50.2001,-66.3821,-5.0,58,20,4.63,CA,1670192462
505,shizunai,42.3339,142.3669,-2.03,62,98,10.9,JP,1670192245
506,cabedelo,-6.9811,-34.8339,26.37,73,31,5.26,BR,1670192406
507,la ronge,55.1001,-105.2842,-8.86,67,100,8.23,CA,1670192470
508,key west,24.5557,-81.7826,29.0,65,0,4.63,US,1670192471
509,magadi,12.9667,77.2333,18.22,92,12,3.71,IN,1670192251
510,constantine,36.365,6.6147,7.67,65,0,2.57,DZ,1670192472
511,asau,46.4333,26.4,-1.49,98,100,1.58,RO,1670192472
512,namatanai,-3.6667,152.4333,27.28,79,100,2.52,PG,1670192473
513,batagay-alyta,67.8006,130.4114,-23.69,99,100,0.74,RU,1670192474
514,shetpe,44.1667,52.1167,-8.77,59,0,2.84,KZ,1670192474
515,kibala,9.1104,18.3463,25.94,24,2,2.53,TD,1670192475
516,sabzevar,36.2126,57.6819,3.92,75,88,3.19,IR,1670192475
517,cidreira,-30.1811,-50.2056,22.55,92,79,1.86,BR,1670192476
518,pinega,64.7001,43.3936,-11.56,91,99,2.9,RU,1670192413
519,curvelo,-18.7564,-44.4308,20.96,87,100,2.87,BR,1670192476
520,ulladulla,-35.35,150.4667,24.58,52,9,2.59,AU,1670192478
521,olkhovatka,50.2831,39.2872,-8.33,59,9,4.57,RU,1670192478
522,fare,-16.7,-151.0167,26.78,69,4,6.82,PF,1670192479
523,puga,21.5833,-104.8167,34.04,38,40,4.12,MX,1670192479
524,mangai,-4.05,19.5333,20.29,99,100,0.66,CD,1670192479
525,sarangani,5.4033,125.4636,27.91,75,100,3.51,PH,1670192480
526,puerto colombia,10.9878,-74.9547,28.05,75,93,6.82,CO,1670192480
527,maldonado,-34.6667,-54.9167,23.66,67,0,4.22,UY,1670192481
528,zapolyarnyy,69.4154,30.8136,-7.4,95,41,4.31,RU,1670192481
529,manicore,-5.8092,-61.3003,27.36,72,61,1.05,BR,1670192482
530,kant,27.8,79.8,14.92,42,1,1.42,IN,1670192482
531,youkounkoun,12.5333,-13.1333,25.03,54,100,0.2,GN,1670192482
532,buraydah,26.326,43.975,18.25,40,84,3.35,SA,1670192483
533,devonport,-41.1667,146.35,18.9,83,24,3.99,AU,1670192483
534,saint-francois,46.4154,3.9054,3.69,93,100,0.51,FR,1670192484
535,vila velha,-20.3297,-40.2925,21.97,97,75,1.03,BR,1670192484
536,masunga,-20.6246,27.4488,23.35,47,26,2.22,BW,1670192485
537,khor,47.8861,134.9464,-19.53,87,19,5.92,RU,1670192485
538,santa maria da boa vista,-8.8078,-39.8256,27.53,55,46,6.43,BR,1670192485
539,mumford,5.2618,-0.759,26.23,87,88,4.25,GH,1670192486
540,yumen,40.2833,97.2,-10.98,85,81,2.65,CN,1670192486
541,rtishchevo,52.2604,43.7874,-11.54,78,4,1.82,RU,1670192487
542,husavik,66.0449,-17.3389,0.29,70,89,4.69,IS,1670192487
543,mandalgovi,45.7625,106.2708,-16.91,50,2,2.52,MN,1670192487
544,agirish,61.9247,63.0231,-13.91,98,97,1.0,RU,1670192488
545,marsa matruh,31.3525,27.2453,17.49,72,12,3.21,EG,1670192489
546,lerik,38.7726,48.4128,-1.6,98,98,1.36,AZ,1670192490
547,olafsvik,64.8945,-23.7142,6.05,74,94,2.71,IS,1670192490
548,teberda,43.4456,41.7448,-1.88,90,37,1.81,RU,1670192490
549,amalner,21.05,75.0667,22.57,56,33,3.2,IN,1670192491
550,nevers,46.9167,3.3333,3.92,96,100,2.1,FR,1670192491
551,flin flon,54.7682,-101.865,-13.09,66,75,6.17,CA,1670192492
552,millinocket,45.6573,-68.7098,-2.94,59,0,3.09,US,1670192492
553,salalah,17.0151,54.0924,24.05,73,40,1.54,OM,1670192493
554,cam ranh,11.9214,109.1591,23.98,100,75,2.57,VN,1670192348
555,egvekinot,66.3167,-179.1667,-2.31,99,100,3.38,RU,1670192493
556,honningsvag,70.9821,25.9704,-2.14,74,20,6.69,NO,1670192494
557,lata,40.1629,-8.3327,13.23,83,88,2.71,PT,1670192494
